customer_id,churn_value,churn_label,customer_status,churn_category,churn_reason,tenure,tenure_cohort,cluster,early_churn,monthly_charges,total_charges,total_revenue,cltv,contract,payment_method,paperless_billing,satisfaction_score,number_of_referrals,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,num_streaming_services,has_security_service,total_services_used,avg_monthly_gb_download
0673-IGUQO,0,No,Joined,Not Applicable,,1,0–3,0,0,20.45,20.45,50.54,4845,Month-to-Month,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
0674-DGMAQ,0,No,Stayed,Not Applicable,,32,25+,1,0,93.5,2970.8,4364.08,5804,Two Year,Electronic check,Yes,5,9,No,Yes,Yes,No,No,Yes,No,1,1,3,3
0674-EYYZV,0,No,Joined,Not Applicable,,1,0–3,0,0,54.65,54.65,90.98,5882,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,Yes,No,No,1,0,1,4
0674-GCDXG,0,No,Stayed,Not Applicable,,63,25+,1,0,71.9,4479.2,7162.37,5816,Two Year,Bank transfer (automatic),Yes,4,0,Yes,No,Yes,Yes,No,Yes,Yes,2,1,5,85
0675-NCDYU,0,No,Stayed,Not Applicable,,72,25+,1,0,116.4,8543.25,10621.17,6491,Two Year,Credit card (automatic),Yes,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,20
0678-RLHVP,0,No,Stayed,Not Applicable,,53,25+,1,0,105.55,5682.25,6367.01,5731,Two Year,Electronic check,No,5,0,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,19
0679-IDSTG,1,Yes,Churned,Competitor,Competitor had better devices,1,0–3,2,1,69.25,69.25,106.55,4568,Month-to-Month,Electronic check,Yes,1,1,No,No,No,No,No,No,No,0,0,0,8
0679-TDGAK,0,No,Stayed,Not Applicable,,50,25+,1,0,75.5,4025.6,5717.1,5141,One Year,Electronic check,No,3,1,Yes,No,No,Yes,Yes,Yes,Yes,3,1,5,47
0680-DFNNY,1,Yes,Churned,Competitor,Competitor offered more data,15,13–24,2,0,101.1,1504.05,2114.55,2055,Month-to-Month,Electronic check,Yes,2,1,No,No,Yes,No,Yes,Yes,Yes,3,1,4,29
0682-USIXD,0,No,Stayed,Not Applicable,,21,13–24,2,0,86.05,1818.9,2129.91,2937,Month-to-Month,Electronic check,Yes,3,7,No,No,No,Yes,Yes,No,No,1,0,2,25
0684-AOSIH,1,Yes,Churned,Dissatisfaction,Network reliability,1,0–3,2,1,95.0,95.0,107.04,4489,Month-to-Month,Electronic check,Yes,1,1,Yes,No,No,No,Yes,Yes,Yes,3,1,4,5
0685-MLYYM,1,Yes,Churned,Price,Long distance charges,2,0–3,2,1,70.75,154.85,174.57,4407,Month-to-Month,Electronic check,No,2,0,No,No,No,No,No,No,No,0,0,0,21
0687-ZVTHB,1,Yes,Churned,Competitor,Competitor offered more data,65,25+,1,0,72.45,4653.85,6378.37,4415,One Year,Credit card (automatic),No,1,1,Yes,Yes,Yes,No,No,Yes,Yes,2,1,5,51
0689-DSXGL,0,No,Stayed,Not Applicable,,52,25+,1,0,85.8,4433.3,5310.54,5494,Month-to-Month,Bank transfer (automatic),No,3,3,No,Yes,Yes,Yes,No,No,No,0,1,3,24
0689-NKYLF,1,Yes,Churned,Attitude,Attitude of support person,13,13–24,2,0,83.2,1060.6,1520.8,4028,Month-to-Month,Electronic check,Yes,2,0,No,No,Yes,No,Yes,No,No,1,1,2,18
0690-SRQID,0,No,Stayed,Not Applicable,,4,4–6,0,0,19.65,67.55,140.67,4925,Month-to-Month,Mailed check,Yes,3,0,No,No,No,No,No,No,No,0,0,0,0
0691-IFBQW,1,Yes,Churned,Competitor,Competitor made better offer,46,25+,1,0,110.0,4874.8,4983.82,2403,One Year,Electronic check,Yes,1,0,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,20
0691-JVSYA,1,Yes,Churned,Competitor,Competitor had better devices,53,25+,1,0,94.85,5000.2,7134.51,4328,One Year,Bank transfer (automatic),Yes,1,5,No,No,Yes,No,Yes,Yes,Yes,3,1,4,73
0691-NIKRI,0,No,Stayed,Not Applicable,,40,25+,1,0,105.95,4335.2,5004.4,3784,One Year,Credit card (automatic),Yes,5,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,14
0696-UKTOX,0,No,Stayed,Not Applicable,,23,13–24,2,0,54.15,1312.45,1545.65,2496,Month-to-Month,Electronic check,No,4,0,No,Yes,No,Yes,No,No,No,0,1,2,27
0697-ZMSWS,1,Yes,Churned,Dissatisfaction,Limited range of services,4,4–6,2,1,85.65,338.9,366.54,2330,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,Yes,Yes,2,0,2,53
0699-NDKJM,0,No,Stayed,Not Applicable,,57,25+,1,0,58.75,3437.45,3437.45,4115,Month-to-Month,Bank transfer (automatic),Yes,3,1,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,22
0701-RFGFI,0,No,Stayed,Not Applicable,,49,25+,1,0,95.4,4613.95,5014.77,6136,Month-to-Month,Bank transfer (automatic),Yes,5,6,No,No,No,No,Yes,Yes,Yes,3,0,3,53
0701-TJSEF,0,No,Stayed,Not Applicable,,9,7–12,2,0,68.25,576.95,867.74,4366,Month-to-Month,Bank transfer (automatic),Yes,3,0,Yes,No,Yes,Yes,No,Yes,Yes,2,1,5,24
0702-PGIBZ,1,Yes,Churned,Competitor,Competitor made better offer,4,4–6,2,1,101.7,364.55,467.71,2777,Month-to-Month,Electronic check,Yes,2,0,No,Yes,No,No,Yes,Yes,Yes,3,1,4,85
0704-VCUMB,0,No,Stayed,Not Applicable,,61,25+,0,0,20.25,1278.8,1940.99,5974,Two Year,Credit card (automatic),No,3,1,No,No,No,No,No,No,No,0,0,0,0
0707-HOVVN,0,No,Stayed,Not Applicable,,70,25+,1,0,75.5,5212.65,8521.55,6024,Two Year,Bank transfer (automatic),Yes,4,0,No,Yes,Yes,Yes,Yes,No,No,1,1,4,3
0708-LGSMF,0,No,Stayed,Not Applicable,,13,13–24,2,0,65.85,902.25,1088.41,2731,Month-to-Month,Electronic check,Yes,3,1,Yes,No,No,No,No,Yes,Yes,2,1,3,4
0708-SJDIS,0,No,Stayed,Not Applicable,,34,25+,2,0,65.0,2157.5,3697.02,5567,Month-to-Month,Mailed check,No,5,0,No,No,No,Yes,Yes,No,No,1,0,2,27
0709-TVGUR,1,Yes,Churned,Competitor,Competitor had better devices,9,7–12,2,0,74.55,622.9,747.69,3145,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,27
0716-BQNDX,0,No,Stayed,Not Applicable,,57,25+,1,0,93.75,5625.55,5751.52,4276,Two Year,Electronic check,No,3,0,Yes,No,No,Yes,No,Yes,Yes,2,1,4,11
0719-SYFRB,1,Yes,Churned,Competitor,Competitor offered higher download speeds,12,7–12,2,0,61.65,713.75,1148.63,5670,Month-to-Month,Mailed check,Yes,1,0,Yes,No,Yes,Yes,No,No,No,0,1,3,30
0722-SVSFK,0,No,Stayed,Not Applicable,,7,7–12,2,0,100.4,715.0,988.14,5041,Month-to-Month,Electronic check,Yes,3,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,25
0722-TROQR,1,Yes,Churned,Price,Lack of affordable download/upload speed,4,4–6,2,1,74.9,321.75,426.67,2122,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,29
0723-DRCLG,1,Yes,Churned,Other,Don't know,1,0–3,2,1,74.45,74.45,115.72,2394,Month-to-Month,Electronic check,Yes,2,1,No,No,No,No,No,No,No,0,0,0,11
0723-FDLAY,0,No,Stayed,Not Applicable,,44,25+,1,0,85.25,3704.15,5985.23,2292,One Year,Bank transfer (automatic),Yes,5,0,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,21
0723-VSOBE,0,No,Stayed,Not Applicable,,45,25+,0,0,34.2,1596.6,1596.6,5715,One Year,Electronic check,No,3,0,No,No,No,No,No,Yes,No,1,0,1,4
0725-CXOTM,0,No,Stayed,Not Applicable,,36,25+,1,0,89.65,3348.1,4957.3,4844,One Year,Credit card (automatic),Yes,3,0,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,59
0727-BMPLR,1,Yes,Churned,Competitor,Competitor offered higher download speeds,55,25+,1,0,100.0,5509.3,7665.2,5679,One Year,Electronic check,Yes,3,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,7
0727-BNRLG,0,No,Stayed,Not Applicable,,69,25+,1,0,97.65,6743.55,10148.7,5709,Two Year,Credit card (automatic),Yes,3,0,No,Yes,Yes,Yes,Yes,No,No,1,1,4,30
0727-IWKVK,1,Yes,Churned,Price,Extra data charges,9,7–12,2,0,79.9,741.7,914.32,4748,Month-to-Month,Electronic check,Yes,2,0,No,Yes,Yes,No,No,No,No,0,1,2,27
0730-BGQGF,0,No,Stayed,Not Applicable,,71,25+,1,0,90.3,6287.3,7502.71,6291,Two Year,Credit card (automatic),No,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,57
0730-KOAVE,0,No,Stayed,Not Applicable,,30,25+,2,0,94.3,2679.7,3929.5,4219,Month-to-Month,Credit card (automatic),Yes,3,0,Yes,Yes,No,No,No,Yes,Yes,2,1,4,28
0731-EBJQB,0,No,Stayed,Not Applicable,,52,25+,0,0,20.4,1090.65,1384.45,5482,One Year,Electronic check,Yes,3,3,No,No,No,No,No,No,No,0,0,0,0
0732-OCQOC,0,No,Stayed,Not Applicable,,52,25+,0,0,25.05,1270.25,1546.89,5674,Two Year,Bank transfer (automatic),Yes,4,10,No,No,No,No,No,No,No,0,0,0,0
0733-VUNUW,1,Yes,Churned,Competitor,Competitor had better devices,24,13–24,0,0,55.65,1400.55,1676.31,4126,Month-to-Month,Bank transfer (automatic),Yes,1,0,Yes,No,No,No,No,No,No,0,1,1,5
0734-OXWBT,0,No,Joined,Not Applicable,,3,0–3,2,0,70.7,225.65,300.77,2584,Month-to-Month,Mailed check,No,3,0,No,No,No,Yes,Yes,Yes,Yes,3,0,4,17
0739-UUAJR,0,No,Stayed,Not Applicable,,72,25+,1,0,53.8,3952.45,3952.45,4954,Two Year,Credit card (automatic),Yes,3,10,Yes,No,Yes,No,Yes,Yes,Yes,3,1,5,14
0742-LAFQK,0,No,Stayed,Not Applicable,,72,25+,1,0,99.15,7422.1,9500.02,5152,Two Year,Electronic check,Yes,3,1,Yes,Yes,Yes,No,No,Yes,Yes,2,1,5,8
0742-MOABM,1,Yes,Churned,Competitor,Competitor made better offer,4,4–6,2,1,50.05,179.35,218.03,3394,Month-to-Month,Mailed check,No,2,2,No,No,No,Yes,No,No,No,0,0,1,22
0742-NXBGR,1,Yes,Churned,Competitor,Competitor had better devices,1,0–3,2,1,82.3,82.3,115.71,4278,Month-to-Month,Electronic check,Yes,1,0,No,Yes,Yes,No,No,No,No,0,1,2,28
0743-HNPFG,0,No,Stayed,Not Applicable,,51,25+,1,0,69.75,3562.5,4477.95,5628,One Year,Credit card (automatic),Yes,3,2,Yes,Yes,No,Yes,No,Yes,Yes,2,1,5,14
0743-HRVFF,0,No,Stayed,Not Applicable,,51,25+,1,0,56.15,2898.95,2898.95,4132,One Year,Electronic check,Yes,5,4,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,76
0744-BIKKF,0,No,Stayed,Not Applicable,,72,25+,1,0,86.65,6224.8,7046.32,4621,Two Year,Bank transfer (automatic),No,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,17
0744-GKNGE,0,No,Stayed,Not Applicable,,64,25+,1,0,86.8,5327.25,7102.61,4915,Month-to-Month,Bank transfer (automatic),Yes,3,0,Yes,No,No,Yes,No,No,No,0,1,2,12
0746-JTRFU,1,Yes,Churned,Dissatisfaction,Product dissatisfaction,2,0–3,2,1,25.05,56.35,56.35,4810,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,Yes,1,0,1,73
0748-RDGGM,1,Yes,Churned,Price,Long distance charges,70,25+,1,0,109.5,7534.65,10308.75,6136,One Year,Bank transfer (automatic),Yes,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,26
0749-IRGQE,0,No,Stayed,Not Applicable,,13,13–24,0,0,45.3,528.45,528.45,4118,Month-to-Month,Electronic check,No,4,5,No,No,No,No,Yes,Yes,No,2,0,2,9
0750-EBAIU,0,No,Stayed,Not Applicable,,52,25+,1,0,91.25,4738.3,6366.42,4770,One Year,Electronic check,No,3,0,Yes,No,Yes,No,Yes,No,No,1,1,3,12
0750-EKNGL,0,No,Stayed,Not Applicable,,7,7–12,0,0,20.75,141.1,471.43,4476,Month-to-Month,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
0754-EEBDC,0,No,Stayed,Not Applicable,,4,4–6,0,0,19.9,76.65,174.93,2347,Two Year,Mailed check,No,4,1,No,No,No,No,No,No,No,0,0,0,0
0754-UKWQP,1,Yes,Churned,Competitor,Competitor had better devices,2,0–3,2,1,95.85,197.7,272.56,3790,Month-to-Month,Electronic check,Yes,1,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,18
0756-MPZRL,0,No,Stayed,Not Applicable,,46,25+,0,0,33.7,1537.85,1537.85,3007,One Year,Credit card (automatic),No,3,0,No,No,Yes,Yes,No,No,No,0,1,2,18
0757-WCUUZ,0,No,Stayed,Not Applicable,,54,25+,1,0,63.35,3409.1,5357.96,4232,Two Year,Credit card (automatic),No,3,1,No,No,Yes,No,No,Yes,Yes,2,1,3,59
0761-AETCS,1,Yes,Churned,Attitude,Attitude of support person,1,0–3,0,1,19.3,19.3,44.92,3236,Month-to-Month,Electronic check,No,2,0,No,No,No,No,No,No,No,0,0,0,0
0769-MURVM,0,No,Stayed,Not Applicable,,72,25+,1,0,65.7,4575.35,4575.35,6187,Two Year,Bank transfer (automatic),No,3,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,23
0771-CHWSK,0,No,Stayed,Not Applicable,,66,25+,1,0,74.6,4798.4,7806.02,4838,Two Year,Credit card (automatic),Yes,3,0,Yes,Yes,Yes,No,No,Yes,Yes,2,1,5,11
0771-WLCLA,0,No,Stayed,Not Applicable,,16,13–24,2,0,112.95,1882.55,2625.75,2683,Month-to-Month,Electronic check,Yes,3,8,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,12
0772-GYEQQ,1,Yes,Churned,Competitor,Competitor offered more data,3,0–3,2,1,88.35,262.05,410.25,5202,Month-to-Month,Mailed check,Yes,2,0,No,No,Yes,Yes,Yes,No,No,1,1,3,10
0774-IFUVM,0,No,Stayed,Not Applicable,,11,7–12,2,0,65.15,723.35,907.16,5942,Month-to-Month,Bank transfer (automatic),Yes,3,7,Yes,No,No,No,Yes,No,No,1,1,2,59
0774-RMNUW,0,No,Stayed,Not Applicable,,71,25+,1,0,59.7,4122.65,4122.65,6420,Two Year,Bank transfer (automatic),No,4,6,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,19
0778-NELLA,1,Yes,Churned,Competitor,Competitor offered higher download speeds,9,7–12,0,0,34.7,296.1,296.1,5352,Month-to-Month,Credit card (automatic),Yes,1,0,No,No,No,No,Yes,No,No,1,0,1,9
0780-XNZFN,0,No,Stayed,Not Applicable,,57,25+,0,0,20.65,1125.6,1221.93,4193,Two Year,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
0781-LKXBR,1,Yes,Churned,Competitor,Competitor had better devices,9,7–12,2,0,100.5,918.6,1356.99,4038,Month-to-Month,Electronic check,Yes,1,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,15
0784-GTUUK,0,No,Stayed,Not Applicable,,62,25+,0,0,23.75,1446.8,3448.16,4811,One Year,Credit card (automatic),Yes,4,6,No,No,No,No,No,No,No,0,0,0,0
0784-ZQJZX,0,No,Stayed,Not Applicable,,72,25+,0,0,19.9,1529.65,3828.61,5730,Two Year,Credit card (automatic),No,4,0,No,No,No,No,No,No,No,0,0,0,0
0786-IVLAW,0,No,Stayed,Not Applicable,,66,25+,1,0,108.1,7238.6,7474.22,4722,One Year,Bank transfer (automatic),No,3,0,No,Yes,Yes,No,Yes,Yes,No,2,1,4,28
0786-VSSUD,1,Yes,Churned,Competitor,Competitor had better devices,16,13–24,0,0,39.0,679.85,679.85,5692,Month-to-Month,Mailed check,Yes,1,0,No,Yes,No,No,Yes,No,No,1,1,2,24
0787-LHDYT,0,No,Stayed,Not Applicable,,16,13–24,0,0,20.6,330.25,865.29,5667,Month-to-Month,Credit card (automatic),Yes,3,0,No,No,No,No,No,No,No,0,0,0,0
0788-DXBFY,0,No,Stayed,Not Applicable,,58,25+,0,0,19.55,1108.8,2728.74,4801,One Year,Electronic check,Yes,3,3,No,No,No,No,No,No,No,0,0,0,0
0793-TWELN,0,No,Stayed,Not Applicable,,4,4–6,2,0,80.15,319.85,345.85,2841,Month-to-Month,Electronic check,Yes,3,0,Yes,No,No,No,No,No,No,0,1,1,73
0794-YVSGE,0,No,Stayed,Not Applicable,,72,25+,0,0,20.3,1401.15,3356.67,5265,Two Year,Bank transfer (automatic),No,3,9,No,No,No,No,No,No,No,0,0,0,0
0795-GMVQO,0,No,Stayed,Not Applicable,,67,25+,1,0,109.9,7332.4,8882.11,5416,One Year,Credit card (automatic),No,4,1,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,24
0795-LAFGP,0,No,Stayed,Not Applicable,,71,25+,1,0,90.4,6668.05,6921.52,5633,Two Year,Electronic check,No,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,52
0795-XCCTE,0,No,Stayed,Not Applicable,,72,25+,0,0,25.4,1809.35,3682.07,6141,Two Year,Bank transfer (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
0799-DDIHE,0,No,Stayed,Not Applicable,,15,13–24,2,0,46.3,639.45,1003.5,3103,Month-to-Month,Electronic check,No,5,7,No,No,No,No,No,No,No,0,0,0,27
0804-XBFBV,0,No,Stayed,Not Applicable,,11,7–12,0,0,25.2,321.05,321.05,5916,Month-to-Month,Electronic check,No,3,0,No,No,No,No,No,No,No,0,0,0,19
0804-YGEQV,0,No,Stayed,Not Applicable,,43,25+,0,0,24.45,993.15,2157.11,5119,One Year,Bank transfer (automatic),Yes,4,9,No,No,No,No,No,No,No,0,0,0,0
0807-ZABDG,1,Yes,Churned,Competitor,Competitor offered higher download speeds,3,0–3,2,1,55.1,154.65,232.77,4412,Month-to-Month,Mailed check,Yes,1,0,Yes,No,No,Yes,No,No,No,0,1,2,16
0810-BDHAW,0,No,Stayed,Not Applicable,,24,13–24,2,0,78.4,1832.4,2721.28,2506,One Year,Electronic check,No,3,4,Yes,Yes,No,No,Yes,Yes,Yes,3,1,5,12
0810-DHDBD,0,No,Stayed,Not Applicable,,52,25+,1,0,74.0,3877.65,4989.41,5806,One Year,Credit card (automatic),No,3,0,Yes,No,Yes,Yes,Yes,No,No,1,1,4,21
0811-GSDTP,0,No,Stayed,Not Applicable,,13,13–24,0,0,30.15,382.2,392.2,3540,Month-to-Month,Electronic check,No,5,0,No,Yes,No,No,No,No,No,0,1,1,19
0812-WUPTB,1,Yes,Churned,Price,Long distance charges,1,0–3,2,1,70.85,70.85,120.45,3022,Month-to-Month,Mailed check,No,2,1,No,No,No,No,No,No,No,0,0,0,13
0813-TAXXS,0,No,Stayed,Not Applicable,,55,25+,1,0,77.8,4323.35,5769.85,6483,Two Year,Bank transfer (automatic),Yes,5,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,23
0815-MFZGM,0,No,Stayed,Not Applicable,,42,25+,1,0,99.0,4135.0,4190.02,4545,Two Year,Credit card (automatic),Yes,4,9,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,17
0816-TSPHQ,0,No,Joined,Not Applicable,,2,0–3,0,0,20.75,44.2,99.54,3976,Month-to-Month,Mailed check,No,3,0,No,No,No,No,No,No,No,0,0,0,0
0817-HSUSE,0,No,Joined,Not Applicable,,1,0–3,2,0,75.5,75.5,81.13,2954,Month-to-Month,Electronic check,Yes,5,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,52
0818-OCPZO,1,Yes,Churned,Competitor,Competitor offered more data,27,25+,2,0,81.45,2122.05,3280.62,2571,Month-to-Month,Electronic check,Yes,3,0,No,Yes,No,No,No,No,No,0,1,1,5
0820-FNRNX,0,No,Stayed,Not Applicable,,17,13–24,2,0,66.7,1077.05,1584.84,2814,Month-to-Month,Mailed check,Yes,3,1,No,Yes,Yes,Yes,No,No,No,0,1,3,53
0822-GAVAP,1,Yes,Churned,Competitor,Competitor made better offer,2,0–3,2,1,34.7,62.25,62.25,3146,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,Yes,Yes,2,0,2,76
0822-QGCXA,0,No,Stayed,Not Applicable,,27,25+,1,0,83.85,2310.2,2402.81,5907,Month-to-Month,Electronic check,No,5,5,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,21
0823-HSCDJ,1,Yes,Churned,Competitor,Competitor made better offer,52,25+,1,0,49.15,2550.9,2580.9,5597,Month-to-Month,Electronic check,Yes,2,0,No,Yes,No,No,Yes,Yes,Yes,3,1,4,18
0824-VWDPO,0,No,Stayed,Not Applicable,,45,25+,1,0,96.75,4442.75,4513.4,3682,One Year,Bank transfer (automatic),No,4,0,Yes,Yes,No,No,No,Yes,Yes,2,1,4,30
0825-CPPQH,0,No,Stayed,Not Applicable,,71,25+,0,0,19.1,1372.45,4172.69,4241,Two Year,Credit card (automatic),No,4,2,No,No,No,No,No,No,No,0,0,0,0
0827-ITJPH,0,No,Stayed,Not Applicable,,36,25+,0,0,18.55,689.0,995.0,5703,Two Year,Credit card (automatic),Yes,3,0,No,No,No,No,No,No,No,0,0,0,0
0829-DDVLK,0,No,Stayed,Not Applicable,,15,13–24,0,0,20.1,302.45,448.55,4359,One Year,Credit card (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
0829-XXPLX,0,No,Stayed,Not Applicable,,20,13–24,2,0,89.4,1871.15,2481.55,2098,Month-to-Month,Bank transfer (automatic),Yes,4,0,Yes,No,Yes,No,Yes,No,No,1,1,3,21
0831-JNISG,0,No,Stayed,Not Applicable,,71,25+,0,0,19.8,1396.25,3053.39,5406,Two Year,Mailed check,No,4,9,No,No,No,No,No,No,No,0,0,0,0
0835-DUUIQ,0,No,Stayed,Not Applicable,,24,13–24,0,0,21.05,531.55,1666.99,2050,One Year,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
0835-JKADZ,0,No,Stayed,Not Applicable,,71,25+,1,0,111.25,7984.15,10960.47,4361,Two Year,Electronic check,Yes,4,0,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,53
0836-SEYLU,1,Yes,Churned,Competitor,Competitor had better devices,9,7–12,2,0,40.65,328.95,328.95,4800,Month-to-Month,Mailed check,No,1,2,No,No,No,Yes,Yes,No,No,1,0,2,26
0839-JTCUD,0,No,Stayed,Not Applicable,,66,25+,1,0,89.9,5958.85,8358.61,4082,Two Year,Credit card (automatic),No,3,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,3
0839-QNXME,0,No,Stayed,Not Applicable,,30,25+,0,0,19.4,578.5,856.6,3986,Two Year,Credit card (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
0840-DCNZE,0,No,Stayed,Not Applicable,,47,25+,1,0,86.95,4138.9,5867.56,5631,One Year,Bank transfer (automatic),Yes,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,25
0840-DFEZH,0,No,Stayed,Not Applicable,,7,7–12,2,0,75.35,564.65,740.84,4989,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,No,No,No,0,0,0,17
0841-NULXI,1,Yes,Churned,Other,Don't know,1,0–3,2,1,35.55,35.55,35.55,3958,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,Yes,Yes,2,0,2,26
0842-IWYCP,0,No,Stayed,Not Applicable,,46,25+,2,0,44.95,2168.9,4023.62,2626,Month-to-Month,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,51
0843-WTBXE,1,Yes,Churned,Other,Don't know,53,25+,1,0,85.45,4517.25,5388.04,4753,Month-to-Month,Bank transfer (automatic),No,1,0,No,No,No,No,Yes,No,No,1,0,1,29
0847-HGRML,0,No,Stayed,Not Applicable,,62,25+,0,0,20.0,1250.1,2767.86,4402,Two Year,Bank transfer (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
0848-SOMKO,0,No,Stayed,Not Applicable,,70,25+,1,0,48.4,3442.8,3442.8,4483,Two Year,Bank transfer (automatic),No,3,0,Yes,No,Yes,Yes,No,Yes,Yes,2,1,5,26
0848-ZGQIJ,0,No,Stayed,Not Applicable,,16,13–24,2,0,94.65,1461.15,1629.15,3050,Month-to-Month,Bank transfer (automatic),Yes,5,3,No,Yes,No,No,Yes,Yes,Yes,3,1,4,2
0851-DFJKB,0,No,Stayed,Not Applicable,,15,13–24,2,0,58.95,955.15,1413.25,4497,Month-to-Month,Electronic check,No,4,0,Yes,No,Yes,Yes,No,No,No,0,1,3,11
0853-NWIFK,0,No,Stayed,Not Applicable,,45,25+,1,0,100.3,4483.95,4530.3,4868,One Year,Electronic check,Yes,3,0,Yes,Yes,No,No,Yes,Yes,Yes,3,1,5,47
0853-TWRVK,0,No,Stayed,Not Applicable,,72,25+,1,0,105.6,7581.5,8024.3,5981,Two Year,Bank transfer (automatic),No,3,5,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,5
0854-UYHZD,0,No,Stayed,Not Applicable,,13,13–24,0,0,19.55,265.3,814.29,2816,Two Year,Mailed check,No,4,1,No,No,No,No,No,No,No,0,0,0,0
0856-NAOES,0,No,Stayed,Not Applicable,,6,4–6,2,0,60.9,414.1,688.12,2191,Month-to-Month,Mailed check,No,5,0,No,No,Yes,No,Yes,No,No,1,1,2,71
0859-YGKFW,0,No,Stayed,Not Applicable,,18,13–24,0,0,20.05,345.9,850.98,4458,One Year,Bank transfer (automatic),No,5,1,No,No,No,No,No,No,No,0,0,0,0
0862-PRCBS,0,No,Stayed,Not Applicable,,68,25+,1,0,103.75,7039.45,8133.57,4121,Two Year,Credit card (automatic),Yes,3,6,No,Yes,No,Yes,Yes,Yes,Yes,3,1,5,53
0864-FVJNJ,0,No,Stayed,Not Applicable,,64,25+,1,0,113.35,7222.75,7679.87,4952,One Year,Electronic check,No,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,19
0866-QLSIR,1,Yes,Churned,Attitude,Attitude of support person,34,25+,2,0,64.4,2088.75,3258.69,5189,One Year,Mailed check,Yes,2,0,Yes,Yes,No,Yes,No,No,No,0,1,3,4
0867-LDTTC,0,No,Stayed,Not Applicable,,5,4–6,2,0,75.15,392.65,621.1,5900,Month-to-Month,Bank transfer (automatic),No,4,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,4
0867-MKZVY,1,Yes,Churned,Price,Price too high,20,13–24,2,0,82.4,1592.35,2290.92,5719,Month-to-Month,Electronic check,No,1,5,Yes,No,No,No,No,No,Yes,1,1,2,51
0868-VJRDR,0,No,Stayed,Not Applicable,,64,25+,1,0,104.05,6605.55,6910.19,4337,Two Year,Credit card (automatic),Yes,4,1,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,8
0869-PAPRP,0,No,Stayed,Not Applicable,,26,25+,2,0,85.7,2067.0,3269.24,3935,Two Year,Credit card (automatic),Yes,3,4,No,No,Yes,No,Yes,No,No,1,1,2,4
